OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,COMPLEX_NAME,COMPLEX_INCNUM,SHAPE_Length,SHAPE_Area
40373,2010,CA,NPS,KNP,SHEEP COMPLEX,39,2010/07/17 00:00:00+00,2010/10/25 00:00:00+00,Unknown/Unidentified,,9020,9021.5225,7,Resource Benefit (WFU),39,SHEEP COMPLEX,,63649.19339,57024667.67
40375,2010,CA,NPS,YNP,WILDCAT2,2601,2010/07/17 00:00:00+00,2010/07/31 00:00:00+00,Unknown/Unidentified,,16,15.810898,2,Resource Benefit (WFU),2601,,,1212.217441,103061.7762
38682,2010,CA,BLM,CDD,INDIAN,11175,2010/07/18 00:00:00+00,2010/07/25 00:00:00+00,Unknown/Unidentified, ,1822,1502.1951,2,Suppression (Wildfire),FL2L,,,12909.34984,9240103.974
33894,2010,CA,CDF,TCU,CURVE,,2010/07/21 00:00:00+00,2010/07/22 00:00:00+00,Unknown/Unidentified,3 outbuilding destroyed,108,107.38901,1,Suppression (Wildfire),,,,4144.513372,665829.4769
38675,2010,CA,CDF,BEU,JOLON,2455,2010/07/22 00:00:00+00,2010/07/22 00:00:00+00,Equipment Use,,42,42.719753,7,Suppression (Wildfire),,,,2741.816687,264230.287
38716,2010,CA,CCO,LAC,NEWHALL,164539,2010/07/23 00:00:00+00,2010/07/23 00:00:00+00,Unknown/Unidentified, ,25,33.817825,7,Suppression (Wildfire),164539,,,3190.874722,201309.6706
40371,2010,CA,NPS,KNP,CAHOON,44,2010/07/23 00:00:00+00,2010/11/30 00:00:00+00,Unknown/Unidentified,,4.4,4.5113235,1,Resource Benefit (WFU),44,,,815.8514775,28413.20824
38657,2010,CA,BLM,BBD,POTATO,2010903,2010/07/24 00:00:00+00,2010/07/28 00:00:00+00,Unknown/Unidentified, ,686,631.72009,2,Suppression (Wildfire),FM11,,,8601.842797,4147820.456
38768,2010,CA,BLM,NOD,CONSTANTIA,,2010/07/24 00:00:00+00,2010/08/12 00:00:00+00,Unknown/Unidentified,WFDSS; GPS air,,1452.9331,2,Suppression (Wildfire),FM15,,,21455.53331,10013197.34
38772,2010,CA,USF,PNF,MEADOW VIEW,664,2010/07/24 00:00:00+00,2010/07/24 00:00:00+00,Unknown/Unidentified,,15,15.154383,1,Suppression (Wildfire),664,,,1907.280798,104828.3215
33889,2010,CA,USF,SQF,BULL,2701,2010/07/25 00:00:00+00,2010/07/31 00:00:00+00,Miscellaneous,,16442,16448.225,7,Suppression (Wildfire),21,,,75380.47179,101433591.5
38698,2010,CA,CCO,KRN,ADOBE,1021247,2010/07/25 00:00:00+00,2010/07/25 00:00:00+00,Equipment Use,,270,285.90982,1,Suppression (Wildfire),,,,6833.772782,1749972.49
38729,2010,CA,CDF,LMU,RUSSELL COMPLEX,3556,2010/07/25 00:00:00+00,2010/07/30 00:00:00+00,Unknown/Unidentified,Previously 'Russell (3-9)' and in FireCode,100,86.322243,8,Suppression (Wildfire),FM45,RUSSELL COMPLEX,3556,5243.625743,610724.3128
38730,2010,CA,USF,LNF,WILLOW,3567,2010/07/25 00:00:00+00,2010/07/26 00:00:00+00,Unknown/Unidentified,,14.32955597,14.329616,6,Suppression (Wildfire),13,,,1541.420838,101440.8185
38736,2010,CA,USF,MDF,HAGER,266,2010/07/25 00:00:00+00,2010/07/27 00:00:00+00,Unknown/Unidentified,,23,21.998697,1,Suppression (Wildfire),266,,,3232.285658,160408.3247
38737,2010,CA,USF,MDF,POINT,289,2010/07/25 00:00:00+00,2010/07/25 00:00:00+00,Unknown/Unidentified,,42,51.65218,6,Suppression (Wildfire),289,,,2810.429277,371427.28
38738,2010,CA,USF,MDF,PEAK,336,2010/07/25 00:00:00+00,2010/07/29 00:00:00+00,Unknown/Unidentified, ,30,30.788755,2,Suppression (Wildfire),336,,,2137.08745,225490.9458
38773,2010,CA,USF,PNF,GULCH,669,2010/07/25 00:00:00+00,2010/07/25 00:00:00+00,Unknown/Unidentified,,105,103.29762,1,Suppression (Wildfire),669,,,4780.907543,710038.5748
40377,2010,CA,NPS,YNP,SLOPE,2777,2010/07/25 00:00:00+00,2010/11/04 00:00:00+00,Unknown/Unidentified,,1711,1710.6901,7,Resource Benefit (WFU),2777,,,22767.46182,11137656.42
33874,2010,CA,CDF,SKU,HOLLOW,5373,2010/07/26 00:00:00+00,2010/07/26 00:00:00+00,Unknown/Unidentified,,1,1.3713855,1,Suppression (Wildfire),,,,458.4384334,9933.211835
38693,2010,CA,USF,INF,MONO,934,2010/07/26 00:00:00+00,2010/07/29 00:00:00+00,Unknown/Unidentified,,1205,1204.5068,2,Suppression (Wildfire),934,,,16024.55053,7842005.033
38694,2010,CA,USF,KNF,TAMARACK,5379,2010/07/26 00:00:00+00,2010/07/27 00:00:00+00,Unknown/Unidentified,,10.1,10.10078,8,Resource Benefit (WFU),5379,,,1611.432602,73151.00234
38695,2010,CA,USF,KNF,CRAGGY,5405,2010/07/26 00:00:00+00,2010/07/29 00:00:00+00,Unknown/Unidentified, ,21,23.687878,3,Resource Benefit (WFU),5405,,,1926.845324,172802.1602
38728,2010,CA,CDF,LMU,WITCHER,3635,2010/07/26 00:00:00+00,2010/07/26 00:00:00+00,Unknown/Unidentified,,81,78.612946,1,Suppression (Wildfire),,,,3921.572532,567679.1184
38739,2010,CA,USF,MDF,DALTON,339,2010/07/26 00:00:00+00,2010/07/30 00:00:00+00,Unknown/Unidentified,,21,17.093658,1,Suppression (Wildfire),339,,,2981.149697,124315.6716
38765,2010,CA,CDF,NEU,TWIN BRIDGES,13161,2010/07/26 00:00:00+00,2010/07/26 00:00:00+00,Arson,,68,67.566849,1,Suppression (Wildfire),,,,4414.784621,451444.7568
38769,2010,CA,BLM,NOD,MCDONALD,3688,2010/07/26 00:00:00+00,2010/08/10 00:00:00+00,Unknown/Unidentified,final,9408,9406.0332,1,Suppression (Wildfire),FNP8,,,87739.36979,66786673.69
38808,2010,CA,CDF,SKU,EMPIRE,5404,2010/07/26 00:00:00+00,2010/07/26 00:00:00+00,Unknown/Unidentified,,1,0.93154496,1,Suppression (Wildfire),,,,451.1610487,6810.991877
38696,2010,CA,USF,KNF,TITUS,5443,2010/07/27 00:00:00+00,2010/07/28 00:00:00+00,Unknown/Unidentified,,20,17.831148,1,Resource Benefit (WFU),5433,,,2026.424671,129712.3347
38709,2010,CA,CCO,KRN,WEST,1021461,2010/07/27 00:00:00+00,2010/08/06 00:00:00+00,Equipment Use,,1650,1637.7266,1,Suppression (Wildfire),,,,21458.39265,9915827.294
38806,2010,CA,CDF,SKU,EASTMAN,5434,2010/07/27 00:00:00+00,2010/07/27 00:00:00+00,Unknown/Unidentified,,2.4,2.3837671,1,Suppression (Wildfire),,,,593.1529435,17318.12257
38740,2010,CA,USF,MDF,BIRTHDAY,375,2010/07/28 00:00:00+00,2010/07/29 00:00:00+00,Unknown/Unidentified,,147,146.87123,1,Suppression (Wildfire),375,,,7566.334416,1066781.375
38775,2010,CA,USF,PNF,WOODY,751,2010/07/28 00:00:00+00,2010/08/13 00:00:00+00,Arson,,15,17.847813,1,Suppression (Wildfire),751,CARIBOU COMPLEX,754,1480.857301,123305.6702
33873,2010,CA,CDF,SKU,HART,5505,2010/07/29 00:00:00+00,2010/07/29 00:00:00+00,Equipment Use,,3.3,3.3211975,1,Suppression (Wildfire),,,,599.1646472,24096.21319
38646,2010,CA,USF,ANF,BRIGGS,3201,2010/07/29 00:00:00+00,2010/08/01 00:00:00+00,Miscellaneous,Final polygon,692,692.8006,1,Suppression (Wildfire),3201,,,11053.83042,4130915.877
38674,2010,CA,CDF,BEU,IDRIA,2547,2010/07/29 00:00:00+00,2010/07/29 00:00:00+00,Arson,,20,21.024597,6,Suppression (Wildfire),,,,1677.045688,131652.6294
38717,2010,CA,CCO,LAC,LANCASTER,169145,2010/07/29 00:00:00+00,2010/07/29 00:00:00+00,Equipment Use,,30,121.62141,7,Suppression (Wildfire),169145,,,5028.609915,730716.298
38718,2010,CA,CCO,LAC,CROWN,169202,2010/07/29 00:00:00+00,2010/08/02 00:00:00+00,Equipment Use, ,13918,12582.275,7,Suppression (Wildfire),169202,,,99892.1143,75287110.22
38647,2010,CA,USF,ANF,GLENDORA,3232,2010/07/31 00:00:00+00,2010/07/31 00:00:00+00,Miscellaneous,Final Polygon,15,17.045387,6,Suppression (Wildfire),3232,,,1402.941396,101006.4941
38697,2010,CA,USF,KNF,DUTCH,5561,2010/07/31 00:00:00+00,2010/08/05 00:00:00+00,Miscellaneous,,371,335.46933,3,Suppression (Wildfire),5561,,,8946.460964,2451140.743
38774,2010,CA,USF,PNF,BAR,700,2010/07/31 00:00:00+00,2010/08/18 00:00:00+00,Arson,,1040,1039.3737,1,Suppression (Wildfire),700,,,14015.39684,7182631.605
38804,2010,CA,CDF,SKU,CRAM,5556,2010/07/31 00:00:00+00,2010/07/31 00:00:00+00,Equipment Use,,11,11.012191,1,Suppression (Wildfire),,,,2075.367807,79655.24653
38658,2010,CA,BLM,BBD,COW,606012,2010/08/01 00:00:00+00,2010/08/06 00:00:00+00,Miscellaneous,This is the second upload for the Cow Fire. Correction of data fields.,293,26.217844,2,Suppression (Wildfire),FPU2,,,1665.703987,176721.2393
38710,2010,CA,CCO,LAC,MUREAU,NPS597,2010/08/01 00:00:00+00,2010/08/01 00:00:00+00,Unknown/Unidentified,"started freeway edge, presumed human-caused. Accuracy 5m   nps",23,22.958626,1,Suppression (Wildfire),,,,2176.301492,136003.1344
33879,2010,CA,CDF,SLU,ROCKY,5932,2010/08/02 00:00:00+00,2010/08/02 00:00:00+00,Unknown/Unidentified,,33,29.559727,1,Suppression (Wildfire),,,,1958.493242,180631.6875
38771,2010,CA,BLM,NOD,ANNIE,3805,2010/08/02 00:00:00+00,2010/08/04 00:00:00+00,Unknown/Unidentified,,257,249.14049,7,Suppression (Wildfire),FPM4,,,6791.762669,1820964.88
38671,2010,CA,CDF,BEU,GREEN,2619,2010/08/03 00:00:00+00,2010/08/04 00:00:00+00,Power Line,,75,75.874565,1,Suppression (Wildfire),,,,4151.029862,474203.3096
38659,2010,CA,USF,BDF,HIGHWAY 2,11934,2010/08/04 00:00:00+00,2010/08/04 00:00:00+00,Miscellaneous,,17,16.262566,1,Suppression (Wildfire),11934,,,2388.420717,96848.74203
38673,2010,CA,CDF,BEU,HWY25,2628,2010/08/04 00:00:00+00,2010/08/04 00:00:00+00,Vehicle,Broken axle,33,33.349133,4,Suppression (Wildfire),,,,2572.742505,209823.6621
38770,2010,CA,BLM,NOD,COLEMAN,3873,2010/08/05 00:00:00+00,2010/08/07 00:00:00+00,Unknown/Unidentified,,279,274.66986,7,Suppression (Wildfire),FP6M,,,13524.48544,2013248.458
33882,2010,CA,USF,SNF,BUCKHORN,1497,2010/08/07 00:00:00+00,2010/11/03 00:00:00+00,Unknown/Unidentified,,471,470.96695,2,Resource Benefit (WFU),1498,,,11660.68081,3039359.426
33892,2010,CA,USF,STF,PINECREST ,2269,2010/08/08 00:00:00+00,2010/08/09 00:00:00+00,Unknown/Unidentified,Both suppression and resource benefit,844,906.67651,1,,11,,,19318.52241,5955881.266
38719,2010,CA,CCO,LAC,HASKELL,177189,2010/08/08 00:00:00+00,2010/08/08 00:00:00+00,Smoking,usfs inc_num 3409,45,44.633396,5,Suppression (Wildfire),177189,,,3746.990017,266319.3073
38727,2010,CA,CDF,LMU,SUNNYSIDE,3936,2010/08/08 00:00:00+00,2010/08/08 00:00:00+00,Unknown/Unidentified,,232,231.07031,1,Suppression (Wildfire),,,,6585.654939,1611142.275
40374,2010,CA,NPS,YNP,CLARK,3229,2010/08/08 00:00:00+00,2010/08/11 00:00:00+00,Campfire,,11,11.028556,1,Suppression (Wildfire),3229,,,1016.928671,71379.53231
40376,2010,CA,NPS,YNP,VERNON,3231,2010/08/08 00:00:00+00,2010/11/04 00:00:00+00,Unknown/Unidentified,,965,964.40491,1,Resource Benefit (WFU),3213,,,24222.24946,6294615.261
40380,2010,CA,NPS,DVP,TRAVERTINE,71,2010/08/09 00:00:00+00,2010/08/15 00:00:00+00,Unknown/Unidentified,Travertine Fire boundary - drafted from Trimble tracks,33.5,21.787632,1,Suppression (Wildfire),257,,,6562.722077,136516.2247
38786,2010,CA,CDF,RRU,POTRERO,70736,2010/08/10 00:00:00+00,2010/08/11 00:00:00+00,Arson,Morongo Indian Reservation,256,255.75372,1,Suppression (Wildfire),,,,5638.054862,1509247.539
38803,2010,CA,CDF,SKU,BAILEY,5868,2010/08/10 00:00:00+00,2010/08/10 00:00:00+00,Equipment Use,,4,4.8135028,1,Suppression (Wildfire),,,,1040.941196,35236.58727
38660,2010,CA,USF,BDF,BAUTISTA,12185,2010/08/12 00:00:00+00,2010/08/13 00:00:00+00,Arson,,14.6,14.689826,1,Suppression (Wildfire),12185,,,1238.745894,86063.04446
38776,2010,CA,USF,PNF,ROCK,752,2010/08/13 00:00:00+00,2010/08/15 00:00:00+00,Arson,,63,62.023762,1,Suppression (Wildfire),752,CARIBOU COMPLEX,754,2913.94434,428196.374
38661,2010,CA,USF,BDF,ANGEL,12311,2010/08/16 00:00:00+00,2010/08/16 00:00:00+00,Smoking,,82,82.34436,1,Suppression (Wildfire),12311,,,3282.849114,484553.7455
33897,2010,CA,CDF,TUU,STOKES 2,320,2010/08/17 00:00:00+00,2010/08/18 00:00:00+00,Equipment Use,,879,895.26422,1,Suppression (Wildfire),65,,,14171.09478,5621391.244
38664,2010,CA,CDF,BDU,MILLER,9431,2010/08/17 00:00:00+00,2010/08/17 00:00:00+00,Arson,Fire started on SRA burned onto FRA,66,65.985107,2,Suppression (Wildfire),,,,3553.837889,392099.3285
38726,2010,CA,CDF,LMU,PIT,4138,2010/08/17 00:00:00+00,2010/08/17 00:00:00+00,Equipment Use,,60,59.786232,1,Suppression (Wildfire),,,,3197.14741,425788.0758
38789,2010,CA,CDF,RRU,ROCK,73623,2010/08/19 00:00:00+00,2010/08/20 00:00:00+00,Playing with Fire,,44,38.908939,1,Suppression (Wildfire),,,,3378.862287,227541.363
38648,2010,CA,USF,ANF,LARGOVISTA,3615,2010/08/20 00:00:00+00,2010/08/20 00:00:00+00,Miscellaneous,Final polygon,109,100.54525,1,Suppression (Wildfire),3615,,,5614.93023,599352.9048
38751,2010,CA,CDF,NEU,BASELINE,,2010/08/20 00:00:00+00,2010/08/21 00:00:00+00,Unknown/Unidentified,,434,478.90836,1,Suppression (Wildfire),,,,11764.74297,3192375.645
38754,2010,CA,CDF,NEU,DOBBINS INCIDENT,17798,2010/08/20 00:00:00+00,2010/08/23 00:00:00+00,Unknown/Unidentified,,11,11.177156,1,Suppression (Wildfire),,,,2017.229118,75788.5576
38688,2010,CA,USF,CNF,MONTE,9309,2010/08/21 00:00:00+00,2010/08/26 00:00:00+00,Playing with Fire,,930,953.34143,3,Suppression (Wildfire),17,,,13169.38464,5487098.916
38734,2010,CA,USF,LPF,POZO,2599,2010/08/21 00:00:00+00,2010/09/07 00:00:00+00,Miscellaneous,,1152,1150.365,2,Suppression (Wildfire),2599,,,21174.25652,7010007.274
38700,2010,CA,CCO,KRN,BASE,1024283,2010/08/22 00:00:00+00,2010/08/22 00:00:00+00,Equipment Use,,150,151.18703,7,Suppression (Wildfire),,,,6360.133674,912319.0789
38749,2010,CA,CDF,MVU,SANTA,9360,2010/08/22 00:00:00+00,2010/08/23 00:00:00+00,Equipment Use,,30,17.030916,5,Suppression (Wildfire),,,,1462.745743,98675.07569
38678,2010,CA,CDF,BTU,PARHAM,10061,2010/08/23 00:00:00+00,2010/08/23 00:00:00+00,Unknown/Unidentified,Three residential structures destroyed,25,27.317896,6,Suppression (Wildfire),,,,2218.649434,185390.7444
38676,2010,CA,CDF,BEU,SALINAS,2879,2010/08/24 00:00:00+00,2010/08/24 00:00:00+00,Equipment Use,,12,11.597155,5,Suppression (Wildfire),,,,1145.24945,73393.05033
38705,2010,CA,CCO,KRN,POST,1024500,2010/08/24 00:00:00+00,2010/08/28 00:00:00+00,Unknown/Unidentified,,1312,1311.3599,2,Suppression (Wildfire),,,,19305.45049,7896875.227
38706,2010,CA,CCO,KRN,TOWN,1024519,2010/08/24 00:00:00+00,2010/08/24 00:00:00+00,Power Line,,260,195.17496,6,Suppression (Wildfire),,,,4932.940663,1178778.51
38731,2010,CA,CDF,LNU,INDIAN,6365,2010/08/24 00:00:00+00,2010/08/24 00:00:00+00,Unknown/Unidentified,,450,346.92444,1,Suppression (Wildfire),,,,6588.041843,2338334.389
38798,2010,CA,CDF,SCU,CURRY,,2010/08/24 00:00:00+00,2010/08/28 00:00:00+00,Power Line,,375,184.03453,2,Suppression (Wildfire),,,,6883.447373,1196626.064
33880,2010,CA,CDF,SLU,LAKE,6602,2010/08/25 00:00:00+00,2010/08/25 00:00:00+00,Unknown/Unidentified, ,24,23.772163,1,Suppression (Wildfire), ,,,2379.836729,146477.2395
38685,2010,CA,USF,CNF,MESA,2665,2010/08/25 00:00:00+00,2010/08/26 00:00:00+00,Campfire,,255,254.93837,1,Suppression (Wildfire),4,,,6211.085367,1469290.76
38707,2010,CA,CCO,KRN,TUCKER,1024747,2010/08/26 00:00:00+00,2010/08/26 00:00:00+00,Unknown/Unidentified,,55,118.05798,6,Suppression (Wildfire),,,,4481.3218,715603.1787
40378,2010,CA,NPS,JTP,KEYS,1278,2010/08/26 00:00:00+00,2010/08/30 00:00:00+00,Unknown/Unidentified,,114,110.67216,1,Suppression (Wildfire),1278,,,4777.069885,652265.8144
33895,2010,CA,CDF,TGU,HOG,5843,2010/08/27 00:00:00+00,2010/08/27 00:00:00+00,Equipment Use, CANOD004267,42,41.619717,1,Suppression (Wildfire),,,,3031.771106,289680.6679
38766,2010,CA,CDF,NEU,BULLARDS INCIDENT,1579,2010/08/27 00:00:00+00,2010/08/31 00:00:00+00,Unknown/Unidentified,"Some locations show a TNF/NEU #, USFS $540000",1307,1289.09,1,Suppression (Wildfire),3,,,19631.53201,8745865.108
38667,2010,CA,CDF,BDU,TECOPA,12889,2010/08/28 00:00:00+00,2010/08/30 00:00:00+00,Unknown/Unidentified, ,105,105.73453,2,Suppression (Wildfire),FTZ3,,,9031.592726,652542.357
38699,2010,CA,CCO,KRN,BACK,1024980,2010/08/28 00:00:00+00,2010/08/28 00:00:00+00,Unknown/Unidentified,,75,77.237068,1,Suppression (Wildfire),,,,4416.939028,470643.7666
38783,2010,CA,CDF,RRU,MINTO,77223,2010/08/30 00:00:00+00,2010/08/30 00:00:00+00,Debris,,125,80.655556,1,Suppression (Wildfire),,,,4079.861058,470880.4976
38720,2010,CA,CCO,LAC,OAK,196654,2010/08/31 00:00:00+00,2010/08/31 00:00:00+00,Vehicle, ,10,15.952233,6,Suppression (Wildfire),196654,,,1908.855115,95006.46266
38778,2010,CA,CDF,RRU,CLINTON,77822,2010/09/01 00:00:00+00,2010/09/03 00:00:00+00,Equipment Use,,85,64.97097,1,Suppression (Wildfire),,,,3919.444399,379535.9006
38745,2010,CA,CDF,MVU,COWBOY,9767,2010/09/02 00:00:00+00,2010/09/07 00:00:00+00,Unknown/Unidentified,,827,684.39783,7,Suppression (Wildfire),,,,9458.122855,3915205.242
38784,2010,CA,CDF,RRU,PALMER,78478,2010/09/03 00:00:00+00,2010/09/04 00:00:00+00,Railroad,,100,112.32388,1,Suppression (Wildfire),,,,6722.23918,662212.6631
33893,2010,CA,CDF,TCU,CANAL,361,2010/09/05 00:00:00+00,2010/09/06 00:00:00+00,Unknown/Unidentified,,158,157.98349,1,Suppression (Wildfire),,,,6164.931302,992222.5791
38779,2010,CA,CDF,RRU,GILMAN,79266,2010/09/05 00:00:00+00,2010/09/05 00:00:00+00,Unknown/Unidentified,,75,99.837486,1,Suppression (Wildfire),,,,4139.05482,587977.9041
38679,2010,CA,CDF,BTU,WINDY,10660,2010/09/06 00:00:00+00,2010/09/10 00:00:00+00,Unknown/Unidentified,potentially human caused,125,126.01016,1,Suppression (Wildfire),24,,,5488.902372,874319.7928
38692,2010,CA,CDF,HUU,BUCKEYE,4485,2010/09/06 00:00:00+00,2010/09/17 00:00:00+00,Equipment Use, ,205,202.35501,1,Suppression (Wildfire),4485,,,14262.38683,1410769.158
33890,2010,CA,USF,SQF,CANYON,3564,2010/09/12 00:00:00+00,2010/09/24 00:00:00+00,Miscellaneous,IR heat perimeter,9820,9336.1074,2,Suppression (Wildfire),FU4L,,,70270.72424,57206017.69
38721,2010,CA,CCO,LAC,TAMPA,207010,2010/09/13 00:00:00+00,2010/09/13 00:00:00+00,Unknown/Unidentified, ,38,22.842836,7,Suppression (Wildfire),207010,,,1505.585125,135794.8871
38809,2010,CA,CDF,SKU,GAZELLE,6840,2010/09/13 00:00:00+00,2010/09/13 00:00:00+00,Equipment Use,,1.74,2.7510304,1,Suppression (Wildfire),,,,631.3914292,19859.66949
38725,2010,CA,CCO,LAC,QUEENS,NPS762,2010/09/15 00:00:00+00,2010/09/15 00:00:00+00,Unknown/Unidentified,"Cause= unknown, presumed human. Accuracy 200m by NPS from site description. nps",5,4.9706049,5,Suppression (Wildfire),762,,,609.433722,-29535.97936
38649,2010,CA,USF,ANF,RAMP,4163,2010/09/16 00:00:00+00,2010/09/16 00:00:00+00,Miscellaneous,final polygon,38,37.502434,1,Suppression (Wildfire),4163,,,2938.062504,224349.968
38722,2010,CA,CCO,LAC,COLIMA,,2010/09/16 00:00:00+00,2010/09/16 00:00:00+00,Vehicle, ,6,11.202706,5,Suppression (Wildfire),209528,,,1339.275084,66082.6675
38690,2010,CA,USF,ENF,BLACK,18022,2010/09/18 00:00:00+00,2010/09/18 00:00:00+00,Unknown/Unidentified,,90,90.495522,1,Suppression (Wildfire),9,,,4803.589952,607281.7263
38703,2010,CA,CCO,KRN,GRANITE,1027191,2010/09/18 00:00:00+00,2010/09/19 00:00:00+00,Equipment Use,,203,203.81558,1,Suppression (Wildfire),,,,5857.569216,1252213.231
38744,2010,CA,CDF,MVU,BORDER 10,10446,2010/09/19 00:00:00+00,2010/09/19 00:00:00+00,Unknown/Unidentified,,120,143.69591,6,Suppression (Wildfire),,,,5582.482494,821687.0741
38689,2010,CA,USF,CNF,LONG,2974,2010/09/23 00:00:00+00,2010/09/23 00:00:00+00,Equipment Use,,38.5,38.378384,8,Suppression (Wildfire),22,,,2863.131011,224681.7119
38812,2010,CA,CCO,VNC,HAMPSHIRE,NPS815,2010/09/28 00:00:00+00,2010/09/28 00:00:00+00,Unknown/Unidentified,"started on freeway edge, presumed human-caused",42,41.612827,1,Suppression (Wildfire),FV7E,,,2447.254921,246625.4399
40372,2010,CA,NPS,KNP,ESHOM,100,2010/09/30 00:00:00+00,2010/10/12 00:00:00+00,Unknown/Unidentified,,6,6.1009812,1,Suppression (Wildfire),100,,,1043.402506,38437.13778
33891,2010,CA,USF,STF,BUMMER ,3148,2010/10/03 00:00:00+00,2010/11/16 00:00:00+00,Unknown/Unidentified,Both suppression and resource benefit,144,143.66769,1,,41,,,5854.970878,945966.3732
33881,2010,CA,CDF,SLU,LAKE,7974,2010/10/09 00:00:00+00,2010/10/11 00:00:00+00,Unknown/Unidentified, ,112,111.82373,1,Suppression (Wildfire), ,,,3661.190207,688720.094
38684,2010,CA,BLM,CDD,BORDER 12,14648,2010/10/10 00:00:00+00,2010/10/10 00:00:00+00,Equipment Use,,63,31.920403,6,Suppression (Wildfire),FW7E,,,2525.682463,182459.6663
38752,2010,CA,CDF,NEU,BRIDGE INCIDENT,21796,2010/10/11 00:00:00+00,2010/10/11 00:00:00+00,Unknown/Unidentified,,56,48.336586,1,Suppression (Wildfire),,,,3190.30682,322065.1181
38757,2010,CA,CDF,NEU,GRAND INCIDENT,21786,2010/10/11 00:00:00+00,2010/10/11 00:00:00+00,Unknown/Unidentified,,500,493.32068,1,Suppression (Wildfire),,,,14273.23348,3319276.635
38759,2010,CA,CDF,NEU,MORRISON INCIDENT,21791,2010/10/11 00:00:00+00,2010/10/11 00:00:00+00,Vehicle,,82,82.133415,1,Suppression (Wildfire),,,,5549.412012,551830.4952
38761,2010,CA,CDF,NEU,ORR INCIDENT,22512,2010/10/21 00:00:00+00,2010/10/21 00:00:00+00,Unknown/Unidentified,,30,30.231787,1,Suppression (Wildfire),,,,2227.130521,202730.6421
33877,2010,CA,CDF,SLU,ANTELOPE,8386,2010/10/26 00:00:00+00,2010/10/26 00:00:00+00,Unknown/Unidentified,,185,193.61826,1,Suppression (Wildfire),,,,5141.242862,1191736.487
38641,2010,CA,DOD,AFV,BEAR CREEK,3344,2010/10/28 00:00:00+00,2010/10/30 00:00:00+00,Power Line,perimeter digitized along road & GPS dozer lines,1253,1219.537,7,Suppression (Wildfire),,,,12973.71038,7311003.283
38669,2010,CA,CDF,BEU,BRADLEY-LOCKWOOD,3812,2010/11/05 00:00:00+00,2010/11/05 00:00:00+00,Debris,Control burn escape,52,51.299419,6,Suppression (Wildfire),,,,2777.933642,317005.8743
38665,2010,CA,CDF,BDU,SCOTT,13042,2010/11/06 00:00:00+00,2010/11/06 00:00:00+00,Vehicle,Fire burned 72 acres on BDU Wildland Fire Contract with Loma Linda City,95,95.774933,1,Suppression (Wildfire),,,,3899.663144,565718.8834
38666,2010,CA,CDF,BDU,SEPULVEDA,16363,2010/11/06 00:00:00+00,2010/11/06 00:00:00+00,Miscellaneous,,40,23.667572,1,Suppression (Wildfire),16363,,,1944.588885,140305.9294
38735,2010,CA,USF,LPF,FIGUEROA,3491,2010/11/16 00:00:00+00,2010/12/02 00:00:00+00,Escaped Prescribed Burn,,75,74.598015,6,Suppression (Wildfire),3491,,,3585.448363,448100.4755
38956,2011,CA,CCO,LAC,MALIBU BEACH,111,2011/01/14 00:00:00+00,2011/01/14 00:00:00+00,Miscellaneous,PCH/Malibu Beach RV park,,0.093954369,1,Suppression (Wildfire),,,,83.59964097,-554.7464735
38871,2011,CA,CDF,BTU,LOVELOCK,1783,2011/02/13 00:00:00+00,2011/02/13 00:00:00+00,Escaped Prescribed Burn,Perimeter from best available information,10,10.366564,6,Suppression (Wildfire),,,,1132.730689,71447.99436
39056,2011,CA,CDF,SKU,MONTAGUE,997,2011/02/13 00:00:00+00,2011/02/13 00:00:00+00,Escaped Prescribed Burn,,8,7.5725226,5,Suppression (Wildfire),,,,1570.934255,55014.80758
38846,2011,CA,CDF,BDU,WINTERTON,2312,2011/03/02 00:00:00+00,2011/03/10 00:00:00+00,Escaped Prescribed Burn,Div Z burned stayed within the perscrip. Boundary,283,908.44952,1,Suppression (Wildfire),,,,11787.84407,5759529.048
38842,2011,CA,CDF,BDU,CENTER,2915,2011/03/18 00:00:00+00,2011/03/20 00:00:00+00,Unknown/Unidentified,Big Pine,850,440.6908,1,Suppression (Wildfire),,,,15962.88246,2813239.253
39095,2011,CA,CDF,TCU,HOLLOW,3454,2011/04/29 00:00:00+00,2011/04/29 00:00:00+00,Debris, ,12,14.389009,1,Suppression (Wildfire),1,,,1418.755813,93427.37481
38832,2011,CA,USF,BDF,DEEP CREEK,4,2011/05/02 00:00:00+00,2011/05/02 00:00:00+00,Miscellaneous, ,10,5.9350467,1,Suppression (Wildfire),,,,1173.482547,35316.80205
38942,2011,CA,CCO,LAC,BANNING,99277,2011/05/02 00:00:00+00,2011/05/02 00:00:00+00,Equipment Use,alt inc # 11099277,117,117.99901,7,Suppression (Wildfire),,,,4315.923781,687484.4289
39061,2011,CA,CDF,SLU,BITTERWATER,3227,2011/05/02 00:00:00+00,2011/05/02 00:00:00+00,Equipment Use,Locally established criteria,,187.79283,1,Suppression (Wildfire),,,,6147.050148,1151300.999
